Source,Target,Type,Id,Label,Weight
327,1175,Undirected,724322,,1
327,1867,Undirected,724323,,1
327,5567,Undirected,724324,,1
327,6728,Undirected,724325,,1
327,1964,Undirected,724326,,1
327,566,Undirected,724327,,1
327,6586,Undirected,724328,,1
327,3196,Undirected,724329,,1
327,2322,Undirected,724330,,1
327,3821,Undirected,724331,,1
327,394,Undirected,724332,,1
327,5345,Undirected,724333,,1
327,4462,Undirected,724334,,1
327,6903,Undirected,724335,,1
328,1434,Undirected,724336,,1
328,3023,Undirected,724337,,1
328,4157,Undirected,724338,,1
328,3191,Undirected,724339,,1
328,207,Undirected,724340,,1
328,4684,Undirected,724341,,1
328,1279,Undirected,724342,,1
328,2152,Undirected,724343,,1
328,348,Undirected,724344,,1
328,7004,Undirected,724345,,1
328,501,Undirected,724346,,1
328,6538,Undirected,724347,,1
328,2144,Undirected,724348,,1
328,948,Undirected,724349,,1
328,4322,Undirected,724350,,1
328,4508,Undirected,724351,,1
329,3815,Undirected,724352,,1
329,5856,Undirected,724353,,1
329,3127,Undirected,724354,,1
329,1434,Undirected,724355,,1
329,3997,Undirected,724356,,1
329,3408,Undirected,724357,,1
329,2687,Undirected,724358,,1
329,1069,Undirected,724359,,1
329,939,Undirected,724360,,1
329,1285,Undirected,724361,,1
329,3238,Undirected,724362,,1
329,4163,Undirected,724363,,1
330,5969,Undirected,724364,,1
330,6231,Undirected,724365,,1
330,1542,Undirected,724366,,1
331,2742,Undirected,724367,,1
331,6764,Undirected,724368,,1
331,397,Undirected,724369,,1
331,3910,Undirected,724370,,1
331,3233,Undirected,724371,,1
331,339,Undirected,724372,,1
331,5320,Undirected,724373,,1
331,596,Undirected,724374,,1
331,886,Undirected,724375,,1
331,5217,Undirected,724376,,1
331,6848,Undirected,724377,,1
331,4965,Undirected,724378,,1
331,1547,Undirected,724379,,1
331,6750,Undirected,724380,,1
331,6071,Undirected,724381,,1
331,3312,Undirected,724382,,1
331,2612,Undirected,724383,,1
331,1418,Undirected,724384,,1
331,4921,Undirected,724385,,1
331,6096,Undirected,724386,,1
331,2770,Undirected,724387,,1
331,3952,Undirected,724388,,1
331,5406,Undirected,724389,,1
331,3437,Undirected,724390,,1
331,5725,Undirected,724391,,1
331,2851,Undirected,724392,,1
331,794,Undirected,724393,,1
331,3413,Undirected,724394,,1
331,6615,Undirected,724395,,1
331,5916,Undirected,724396,,1
331,5816,Undirected,724397,,1
331,1002,Undirected,724398,,1
331,6347,Undirected,724399,,1
331,5001,Undirected,724400,,1
331,4678,Undirected,724401,,1
331,4803,Undirected,724402,,1
331,2141,Undirected,724403,,1
331,798,Undirected,724404,,1
331,2344,Undirected,724405,,1
331,6026,Undirected,724406,,1
331,5681,Undirected,724407,,1
331,2448,Undirected,724408,,1
331,4057,Undirected,724409,,1
331,1834,Undirected,724410,,1
331,3029,Undirected,724411,,1
331,2724,Undirected,724412,,1
331,2946,Undirected,724413,,1
331,776,Undirected,724414,,1
331,2573,Undirected,724415,,1
331,567,Undirected,724416,,1
331,3534,Undirected,724417,,1
331,4257,Undirected,724418,,1
331,5046,Undirected,724419,,1
331,6516,Undirected,724420,,1
331,3735,Undirected,724421,,1
331,2782,Undirected,724422,,1
331,810,Undirected,724423,,1
331,5460,Undirected,724424,,1
331,1436,Undirected,724425,,1
331,4572,Undirected,724426,,1
331,669,Undirected,724427,,1
331,3597,Undirected,724428,,1
331,6558,Undirected,724429,,1
332,4146,Undirected,724430,,1
332,6514,Undirected,724431,,1
332,3437,Undirected,724432,,1
332,810,Undirected,724433,,1
332,2141,Undirected,724434,,1
332,4991,Undirected,724435,,1
332,844,Undirected,724436,,1
332,4222,Undirected,724437,,1
332,2573,Undirected,724438,,1
332,1547,Undirected,724439,,1
333,1121,Undirected,724440,,1
333,1069,Undirected,724441,,1
333,3402,Undirected,724442,,1
333,4993,Undirected,724443,,1
333,6969,Undirected,724444,,1
333,3828,Undirected,724445,,1
333,1285,Undirected,724446,,1
333,3516,Undirected,724447,,1
333,977,Undirected,724448,,1
333,348,Undirected,724449,,1
333,5274,Undirected,724450,,1
333,2047,Undirected,724451,,1
333,1073,Undirected,724452,,1
333,948,Undirected,724453,,1
333,6285,Undirected,724454,,1
333,609,Undirected,724455,,1
333,1237,Undirected,724456,,1
333,1434,Undirected,724457,,1
333,4215,Undirected,724458,,1
333,4337,Undirected,724459,,1
333,723,Undirected,724460,,1
333,5253,Undirected,724461,,1
333,460,Undirected,724462,,1
333,2801,Undirected,724463,,1
333,5870,Undirected,724464,,1
333,3815,Undirected,724465,,1
333,3614,Undirected,724466,,1
333,2195,Undirected,724467,,1
333,6510,Undirected,724468,,1
333,4416,Undirected,724469,,1
333,114,Undirected,724470,,1
334,6846,Undirected,724471,,1
334,3276,Undirected,724472,,1
334,3823,Undirected,724473,,1
334,5498,Undirected,724474,,1
334,1876,Undirected,724475,,1
334,5107,Undirected,724476,,1
334,1795,Undirected,724477,,1
334,4454,Undirected,724478,,1
334,6968,Undirected,724479,,1
334,6802,Undirected,724480,,1
334,5353,Undirected,724481,,1
334,6191,Undirected,724482,,1
334,229,Undirected,724483,,1
334,3376,Undirected,724484,,1
334,4419,Undirected,724485,,1
334,2596,Undirected,724486,,1
334,3553,Undirected,724487,,1
334,2275,Undirected,724488,,1
334,5515,Undirected,724489,,1
334,2339,Undirected,724490,,1
334,1076,Undirected,724491,,1
334,3059,Undirected,724492,,1
334,1054,Undirected,724493,,1
334,6781,Undirected,724494,,1
334,1529,Undirected,724495,,1
334,643,Undirected,724496,,1
334,2979,Undirected,724497,,1
334,616,Undirected,724498,,1
334,4628,Undirected,724499,,1
334,6204,Undirected,724500,,1
334,4905,Undirected,724501,,1
334,5032,Undirected,724502,,1
334,1144,Undirected,724503,,1
334,5532,Undirected,724504,,1
335,4367,Undirected,724505,,1
335,2862,Undirected,724506,,1
335,4137,Undirected,724507,,1
335,5536,Undirected,724508,,1
335,855,Undirected,724509,,1
335,1405,Undirected,724510,,1
335,2418,Undirected,724511,,1
335,1100,Undirected,724512,,1
335,3094,Undirected,724513,,1
335,3314,Undirected,724514,,1
336,2515,Undirected,724515,,1
336,5984,Undirected,724516,,1
336,2612,Undirected,724517,,1
336,3467,Undirected,724518,,1
336,577,Undirected,724519,,1
336,1286,Undirected,724520,,1
336,855,Undirected,724521,,1
336,741,Undirected,724522,,1
336,3641,Undirected,724523,,1
336,3019,Undirected,724524,,1
336,5342,Undirected,724525,,1
336,3099,Undirected,724526,,1
336,2418,Undirected,724527,,1
336,810,Undirected,724528,,1
336,5769,Undirected,724529,,1
336,1411,Undirected,724530,,1
336,7002,Undirected,724531,,1
336,6521,Undirected,724532,,1
336,6046,Undirected,724533,,1
337,2556,Undirected,724534,,1
337,2230,Undirected,724535,,1
337,2529,Undirected,724536,,1
337,1155,Undirected,724537,,1
337,1999,Undirected,724538,,1
337,3575,Undirected,724539,,1
337,3184,Undirected,724540,,1
337,4860,Undirected,724541,,1
337,509,Undirected,724542,,1
337,4973,Undirected,724543,,1
337,3472,Undirected,724544,,1
337,6658,Undirected,724545,,1
337,832,Undirected,724546,,1
337,6779,Undirected,724547,,1
337,3475,Undirected,724548,,1
337,5327,Undirected,724549,,1
337,3664,Undirected,724550,,1
337,5616,Undirected,724551,,1
337,4273,Undirected,724552,,1
337,2604,Undirected,724553,,1
337,6321,Undirected,724554,,1
337,1297,Undirected,724555,,1
337,724,Undirected,724556,,1
337,4157,Undirected,724557,,1
337,2888,Undirected,724558,,1
337,1325,Undirected,724559,,1
337,1725,Undirected,724560,,1
337,777,Undirected,724561,,1
337,390,Undirected,724562,,1
337,5422,Undirected,724563,,1
337,3128,Undirected,724564,,1
337,4817,Undirected,724565,,1
337,364,Undirected,724566,,1
338,398,Undirected,724567,,1
338,5573,Undirected,724568,,1
338,855,Undirected,724569,,1
338,4855,Undirected,724570,,1
338,5320,Undirected,724571,,1
338,630,Undirected,724572,,1
338,5808,Undirected,724573,,1
338,2298,Undirected,724574,,1
338,5725,Undirected,724575,,1
338,2612,Undirected,724576,,1
338,4391,Undirected,724577,,1
338,473,Undirected,724578,,1
338,2967,Undirected,724579,,1
338,831,Undirected,724580,,1
338,6615,Undirected,724581,,1
338,1101,Undirected,724582,,1
338,4270,Undirected,724583,,1
338,2244,Undirected,724584,,1
338,2141,Undirected,724585,,1
338,6237,Undirected,724586,,1
338,5366,Undirected,724587,,1
338,699,Undirected,724588,,1
338,5142,Undirected,724589,,1
338,4453,Undirected,724590,,1
338,4170,Undirected,724591,,1
338,615,Undirected,724592,,1
338,5923,Undirected,724593,,1
338,3934,Undirected,724594,,1
338,6473,Undirected,724595,,1
338,4020,Undirected,724596,,1
338,5259,Undirected,724597,,1
338,1834,Undirected,724598,,1
338,703,Undirected,724599,,1
338,5529,Undirected,724600,,1
338,6087,Undirected,724601,,1
338,3195,Undirected,724602,,1
338,1040,Undirected,724603,,1
338,5460,Undirected,724604,,1
338,5496,Undirected,724605,,1
339,2742,Undirected,724606,,1
339,5408,Undirected,724607,,1
339,6848,Undirected,724608,,1
339,1418,Undirected,724609,,1
339,3910,Undirected,724610,,1
339,855,Undirected,724611,,1
339,3233,Undirected,724612,,1
339,596,Undirected,724613,,1
339,886,Undirected,724614,,1
339,3308,Undirected,724615,,1
339,6401,Undirected,724616,,1
339,5294,Undirected,724617,,1
339,471,Undirected,724618,,1
339,6750,Undirected,724619,,1
339,5668,Undirected,724620,,1
339,1547,Undirected,724621,,1
339,1286,Undirected,724622,,1
339,3316,Undirected,724623,,1
339,693,Undirected,724624,,1
339,5816,Undirected,724625,,1
339,1002,Undirected,724626,,1
339,4066,Undirected,724627,,1
339,3145,Undirected,724628,,1
339,2141,Undirected,724629,,1
339,6026,Undirected,724630,,1
339,5681,Undirected,724631,,1
339,6052,Undirected,724632,,1
339,2573,Undirected,724633,,1
339,403,Undirected,724634,,1
339,3533,Undirected,724635,,1
339,3534,Undirected,724636,,1
339,810,Undirected,724637,,1
339,3597,Undirected,724638,,1
339,6978,Undirected,724639,,1
339,4257,Undirected,724640,,1
339,6088,Undirected,724641,,1
340,5682,Undirected,724642,,1
340,2558,Undirected,724643,,1
340,3180,Undirected,724644,,1
340,6825,Undirected,724645,,1
340,2058,Undirected,724646,,1
340,5724,Undirected,724647,,1
340,4632,Undirected,724648,,1
340,999,Undirected,724649,,1
340,1209,Undirected,724650,,1
340,2674,Undirected,724651,,1
340,353,Undirected,724652,,1
340,2213,Undirected,724653,,1
340,3630,Undirected,724654,,1
340,5946,Undirected,724655,,1
340,901,Undirected,724656,,1
340,3529,Undirected,724657,,1
340,6520,Undirected,724658,,1
340,5519,Undirected,724659,,1
340,312,Undirected,724660,,1
340,449,Undirected,724661,,1
340,5057,Undirected,724662,,1
340,463,Undirected,724663,,1
340,2349,Undirected,724664,,1
340,5625,Undirected,724665,,1
340,598,Undirected,724666,,1
340,5267,Undirected,724667,,1
340,682,Undirected,724668,,1
340,6303,Undirected,724669,,1
340,4637,Undirected,724670,,1
340,2995,Undirected,724671,,1
340,4046,Undirected,724672,,1
340,4863,Undirected,724673,,1
340,4971,Undirected,724674,,1
340,3110,Undirected,724675,,1
340,6180,Undirected,724676,,1
340,6,Undirected,724677,,1
340,5761,Undirected,724678,,1
340,5638,Undirected,724679,,1
340,6317,Undirected,724680,,1
340,4646,Undirected,724681,,1
340,6639,Undirected,724682,,1
340,6622,Undirected,724683,,1
340,796,Undirected,724684,,1
340,4982,Undirected,724685,,1
340,931,Undirected,724686,,1
340,5650,Undirected,724687,,1
340,806,Undirected,724688,,1
340,2807,Undirected,724689,,1
340,487,Undirected,724690,,1
340,3123,Undirected,724691,,1
340,4321,Undirected,724692,,1
340,2101,Undirected,724693,,1
340,817,Undirected,724694,,1
340,5658,Undirected,724695,,1
340,4681,Undirected,724696,,1
340,3914,Undirected,724697,,1
340,5778,Undirected,724698,,1
340,3959,Undirected,724699,,1
340,5085,Undirected,724700,,1
340,3570,Undirected,724701,,1
340,1047,Undirected,724702,,1
340,6458,Undirected,724703,,1
340,6459,Undirected,724704,,1
340,1278,Undirected,724705,,1
340,2916,Undirected,724706,,1
340,6029,Undirected,724707,,1
340,1821,Undirected,724708,,1
340,4244,Undirected,724709,,1
340,5552,Undirected,724710,,1
340,7017,Undirected,724711,,1
340,5789,Undirected,724712,,1
340,3148,Undirected,724713,,1
340,4783,Undirected,724714,,1
340,6231,Undirected,724715,,1
340,6792,Undirected,724716,,1
340,422,Undirected,724717,,1
340,4788,Undirected,724718,,1
340,732,Undirected,724719,,1
340,875,Undirected,724720,,1
340,2941,Undirected,724721,,1
340,1519,Undirected,724722,,1
340,4924,Undirected,724723,,1
340,1851,Undirected,724724,,1
340,6909,Undirected,724725,,1
340,2944,Undirected,724726,,1
340,3165,Undirected,724727,,1
340,2720,Undirected,724728,,1
340,1527,Undirected,724729,,1
340,5589,Undirected,724730,,1
340,6920,Undirected,724731,,1
340,5335,Undirected,724732,,1
340,4708,Undirected,724733,,1
340,1408,Undirected,724734,,1
340,4276,Undirected,724735,,1
340,866,Undirected,724736,,1
340,5461,Undirected,724737,,1
341,2757,Undirected,724738,,1
342,2813,Undirected,724739,,1
342,5873,Undirected,724740,,1
342,5320,Undirected,724741,,1
342,6615,Undirected,724742,,1
342,1031,Undirected,724743,,1
342,3199,Undirected,724744,,1
342,2563,Undirected,724745,,1
343,935,Undirected,724746,,1
343,3035,Undirected,724747,,1
343,2655,Undirected,724748,,1
343,2124,Undirected,724749,,1
343,2829,Undirected,724750,,1
343,392,Undirected,724751,,1
343,6749,Undirected,724752,,1
343,3871,Undirected,724753,,1
343,6359,Undirected,724754,,1
343,4552,Undirected,724755,,1
3565,1631,Undirected,724756,,1
3565,5698,Undirected,724757,,1
3565,3525,Undirected,724758,,1
3565,4044,Undirected,724759,,1
3565,6772,Undirected,724760,,1
3565,4746,Undirected,724761,,1
3565,1560,Undirected,724762,,1
3565,5601,Undirected,724763,,1
3565,4051,Undirected,724764,,1
3565,1426,Undirected,724765,,1
3565,1970,Undirected,724766,,1
3565,5134,Undirected,724767,,1
3565,4766,Undirected,724768,,1
3565,2538,Undirected,724769,,1
3565,6533,Undirected,724770,,1
3565,2241,Undirected,724771,,1
4733,3246,Undirected,724772,,1
4733,5326,Undirected,724773,,1
4733,3103,Undirected,724774,,1
4733,2905,Undirected,724775,,1
4733,1419,Undirected,724776,,1
4733,6354,Undirected,724777,,1
4733,2939,Undirected,724778,,1
4733,3071,Undirected,724779,,1
4733,5238,Undirected,724780,,1
4733,6253,Undirected,724781,,1
4733,5618,Undirected,724782,,1
4733,3270,Undirected,724783,,1
4733,2823,Undirected,724784,,1
4733,3563,Undirected,724785,,1
4733,840,Undirected,724786,,1
346,3271,Undirected,724787,,1
346,3293,Undirected,724788,,1
346,6586,Undirected,724789,,1
346,3736,Undirected,724790,,1
346,3512,Undirected,724791,,1
346,6614,Undirected,724792,,1
347,6089,Undirected,724793,,1
347,6157,Undirected,724794,,1
347,4543,Undirected,724795,,1
347,2582,Undirected,724796,,1
347,3351,Undirected,724797,,1
347,6939,Undirected,724798,,1
347,2759,Undirected,724799,,1
347,4239,Undirected,724800,,1
347,2872,Undirected,724801,,1
347,4862,Undirected,724802,,1
347,5568,Undirected,724803,,1
347,5990,Undirected,724804,,1
347,4617,Undirected,724805,,1
347,6784,Undirected,724806,,1
347,3412,Undirected,724807,,1
347,5708,Undirected,724808,,1
347,3196,Undirected,724809,,1
347,5447,Undirected,724810,,1
347,4881,Undirected,724811,,1
347,2855,Undirected,724812,,1
347,1245,Undirected,724813,,1
347,1029,Undirected,724814,,1
347,5471,Undirected,724815,,1
347,5226,Undirected,724816,,1
347,566,Undirected,724817,,1
347,5567,Undirected,724818,,1
347,6728,Undirected,724819,,1
347,1964,Undirected,724820,,1
347,6796,Undirected,724821,,1
347,6059,Undirected,724822,,1
347,6586,Undirected,724823,,1
347,6752,Undirected,724824,,1
347,1175,Undirected,724825,,1
347,5345,Undirected,724826,,1
347,3821,Undirected,724827,,1
347,4462,Undirected,724828,,1
348,1121,Undirected,724829,,1
348,501,Undirected,724830,,1
348,854,Undirected,724831,,1
348,6368,Undirected,724832,,1
348,3601,Undirected,724833,,1
348,2843,Undirected,724834,,1
348,2267,Undirected,724835,,1
348,6538,Undirected,724836,,1
348,2611,Undirected,724837,,1
348,3142,Undirected,724838,,1
348,5909,Undirected,724839,,1
348,1096,Undirected,724840,,1
348,4550,Undirected,724841,,1
348,4192,Undirected,724842,,1
348,4723,Undirected,724843,,1
348,5706,Undirected,724844,,1
348,948,Undirected,724845,,1
348,2697,Undirected,724846,,1
348,609,Undirected,724847,,1
348,3023,Undirected,724848,,1
348,3584,Undirected,724849,,1
348,3291,Undirected,724850,,1
348,5892,Undirected,724851,,1
348,1756,Undirected,724852,,1
348,610,Undirected,724853,,1
348,2144,Undirected,724854,,1
348,3191,Undirected,724855,,1
348,3931,Undirected,724856,,1
348,5870,Undirected,724857,,1
348,1074,Undirected,724858,,1
348,1840,Undirected,724859,,1
348,2473,Undirected,724860,,1
348,3705,Undirected,724861,,1
348,4684,Undirected,724862,,1
348,3614,Undirected,724863,,1
348,5651,Undirected,724864,,1
348,1573,Undirected,724865,,1
2035,1605,Undirected,724866,,1
350,3815,Undirected,724867,,1
350,1237,Undirected,724868,,1
350,2287,Undirected,724869,,1
350,3997,Undirected,724870,,1
350,1192,Undirected,724871,,1
350,2878,Undirected,724872,,1
350,5274,Undirected,724873,,1
350,2047,Undirected,724874,,1
350,1069,Undirected,724875,,1
350,1073,Undirected,724876,,1
350,1128,Undirected,724877,,1
350,4896,Undirected,724878,,1
5913,1416,Undirected,724879,,1
5913,2556,Undirected,724880,,1
5913,4824,Undirected,724881,,1
5913,3625,Undirected,724882,,1
5913,2206,Undirected,724883,,1
5913,1999,Undirected,724884,,1
5913,6167,Undirected,724885,,1
5913,2208,Undirected,724886,,1
5913,5245,Undirected,724887,,1
5913,6281,Undirected,724888,,1
5913,6406,Undirected,724889,,1
5913,6284,Undirected,724890,,1
5913,5616,Undirected,724891,,1
5913,1894,Undirected,724892,,1
5913,1108,Undirected,724893,,1
5913,5254,Undirected,724894,,1
5913,3017,Undirected,724895,,1
5913,5832,Undirected,724896,,1
5913,2888,Undirected,724897,,1
5913,5680,Undirected,724898,,1
5913,1325,Undirected,724899,,1
5913,777,Undirected,724900,,1
5913,1232,Undirected,724901,,1
5913,6961,Undirected,724902,,1
5913,364,Undirected,724903,,1
5913,1567,Undirected,724904,,1
5913,5268,Undirected,724905,,1
5913,6631,Undirected,724906,,1
5913,7013,Undirected,724907,,1
5913,2583,Undirected,724908,,1
5913,2355,Undirected,724909,,1
5913,5327,Undirected,724910,,1
5913,727,Undirected,724911,,1
5913,6427,Undirected,724912,,1
5913,5389,Undirected,724913,,1
5913,4973,Undirected,724914,,1
5913,1790,Undirected,724915,,1
5913,3115,Undirected,724916,,1
5913,3549,Undirected,724917,,1
5913,4980,Undirected,724918,,1
5913,5641,Undirected,724919,,1
5913,4871,Undirected,724920,,1
5913,797,Undirected,724921,,1
5913,5971,Undirected,724922,,1
5913,6861,Undirected,724923,,1
5913,4017,Undirected,724924,,1
5913,6321,Undirected,724925,,1
5913,3564,Undirected,724926,,1
5913,4536,Undirected,724927,,1
5913,505,Undirected,724928,,1
5913,6117,Undirected,724929,,1
5913,6203,Undirected,724930,,1
5913,4430,Undirected,724931,,1
5913,2806,Undirected,724932,,1
5913,175,Undirected,724933,,1
5913,390,Undirected,724934,,1
5913,4434,Undirected,724935,,1
5913,2604,Undirected,724936,,1
5913,2810,Undirected,724937,,1
5913,1247,Undirected,724938,,1
5913,1936,Undirected,724939,,1
5913,593,Undirected,724940,,1
5913,2378,Undirected,724941,,1
5913,3334,Undirected,724942,,1
5913,3132,Undirected,724943,,1
5913,2042,Undirected,724944,,1
5913,5086,Undirected,724945,,1
5913,6977,Undirected,724946,,1
5913,1155,Undirected,724947,,1
5913,3467,Undirected,724948,,1
5913,6880,Undirected,724949,,1
5913,3575,Undirected,724950,,1
5913,2918,Undirected,724951,,1
5913,1370,Undirected,724952,,1
5913,509,Undirected,724953,,1
5913,832,Undirected,724954,,1
5913,6466,Undirected,724955,,1
5913,3472,Undirected,724956,,1
5913,6658,Undirected,724957,,1
5913,6659,Undirected,724958,,1
5913,6775,Undirected,724959,,1
5913,6779,Undirected,724960,,1
5913,5030,Undirected,724961,,1
5913,3926,Undirected,724962,,1
5913,837,Undirected,724963,,1
5913,952,Undirected,724964,,1
5913,2395,Undirected,724965,,1
5913,935,Undirected,724966,,1
5913,724,Undirected,724967,,1
5913,6787,Undirected,724968,,1
5913,6668,Undirected,724969,,1
5913,1725,Undirected,724970,,1
5913,5313,Undirected,724971,,1
5913,961,Undirected,724972,,1
5913,6009,Undirected,724973,,1
5913,1811,Undirected,724974,,1
5913,6359,Undirected,724975,,1
5913,5692,Undirected,724976,,1
5913,2230,Undirected,724977,,1
5913,2040,Undirected,724978,,1
5913,6015,Undirected,724979,,1
5913,6900,Undirected,724980,,1
5913,6801,Undirected,724981,,1
5913,2527,Undirected,724982,,1
5913,6243,Undirected,724983,,1
5913,2409,Undirected,724984,,1
5913,1693,Undirected,724985,,1
5913,4153,Undirected,724986,,1
5913,2529,Undirected,724987,,1
5913,4357,Undirected,724988,,1
5913,4155,Undirected,724989,,1
5913,5016,Undirected,724990,,1
5913,4157,Undirected,724991,,1
5913,6131,Undirected,724992,,1
5913,2737,Undirected,724993,,1
5913,2306,Undirected,724994,,1
5913,640,Undirected,724995,,1
5913,6529,Undirected,724996,,1
5913,5945,Undirected,724997,,1
5913,4273,Undirected,724998,,1
5913,6692,Undirected,724999,,1
5913,5181,Undirected,725000,,1
5913,5646,Undirected,725001,,1
5913,4070,Undirected,725002,,1
5913,4124,Undirected,725003,,1
5913,7050,Undirected,725004,,1
5913,5216,Undirected,725005,,1
5913,992,Undirected,725006,,1
5913,7036,Undirected,725007,,1
5913,3128,Undirected,725008,,1
5913,5596,Undirected,725009,,1
5913,4817,Undirected,725010,,1
5913,6396,Undirected,725011,,1
5913,552,Undirected,725012,,1
2055,2782,Undirected,725013,,1
2055,2141,Undirected,725014,,1
353,3630,Undirected,725015,,1
353,6231,Undirected,725016,,1
353,4971,Undirected,725017,,1
353,901,Undirected,725018,,1
353,5946,Undirected,725019,,1
353,4637,Undirected,725020,,1
353,4958,Undirected,725021,,1
353,6792,Undirected,725022,,1
353,4244,Undirected,725023,,1
353,1694,Undirected,725024,,1
353,5085,Undirected,725025,,1
353,3570,Undirected,725026,,1
353,6825,Undirected,725027,,1
353,4994,Undirected,725028,,1
353,2058,Undirected,725029,,1
353,3123,Undirected,725030,,1
353,5335,Undirected,725031,,1
353,2191,Undirected,725032,,1
354,4592,Undirected,725033,,1
354,1766,Undirected,725034,,1
354,4214,Undirected,725035,,1
354,6375,Undirected,725036,,1
354,2511,Undirected,725037,,1
354,1913,Undirected,725038,,1
354,4495,Undirected,725039,,1
355,2902,Undirected,725040,,1
355,4261,Undirected,725041,,1
355,6719,Undirected,725042,,1
355,2344,Undirected,725043,,1
355,886,Undirected,725044,,1
355,6928,Undirected,725045,,1
355,1471,Undirected,725046,,1
355,3616,Undirected,725047,,1
2068,733,Undirected,725048,,1
2068,1390,Undirected,725049,,1
2068,1878,Undirected,725050,,1
2068,596,Undirected,725051,,1
2068,4965,Undirected,725052,,1
2068,890,Undirected,725053,,1
2068,5725,Undirected,725054,,1
2068,3437,Undirected,725055,,1
2068,6101,Undirected,725056,,1
2068,1364,Undirected,725057,,1
2068,1633,Undirected,725058,,1
2068,2141,Undirected,725059,,1
2068,6508,Undirected,725060,,1
2068,4809,Undirected,725061,,1
2068,4671,Undirected,725062,,1
2068,4317,Undirected,725063,,1
2068,2167,Undirected,725064,,1
2068,810,Undirected,725065,,1
2068,1761,Undirected,725066,,1
2068,3084,Undirected,725067,,1
357,3563,Undirected,725068,,1
357,2894,Undirected,725069,,1
358,5230,Undirected,725070,,1
358,1624,Undirected,725071,,1
358,368,Undirected,725072,,1
358,6343,Undirected,725073,,1
358,6225,Undirected,725074,,1
358,2088,Undirected,725075,,1
358,5367,Undirected,725076,,1
359,4037,Undirected,725077,,1
359,1134,Undirected,725078,,1
359,4907,Undirected,725079,,1
359,2118,Undirected,725080,,1
359,1203,Undirected,725081,,1
359,5978,Undirected,725082,,1
359,4187,Undirected,725083,,1
360,942,Undirected,725084,,1
360,1683,Undirected,725085,,1
360,4927,Undirected,725086,,1
360,2413,Undirected,725087,,1
360,3042,Undirected,725088,,1
360,4563,Undirected,725089,,1
360,6216,Undirected,725090,,1
360,486,Undirected,725091,,1
360,1650,Undirected,725092,,1
360,2652,Undirected,725093,,1
360,2645,Undirected,725094,,1
360,6350,Undirected,725095,,1
360,5479,Undirected,725096,,1
360,5635,Undirected,725097,,1
360,6160,Undirected,725098,,1
360,1940,Undirected,725099,,1
360,5954,Undirected,725100,,1
360,3049,Undirected,725101,,1
360,6307,Undirected,725102,,1
361,529,Undirected,725103,,1
361,4023,Undirected,725104,,1
361,1512,Undirected,725105,,1
361,494,Undirected,725106,,1
361,880,Undirected,725107,,1
361,5628,Undirected,725108,,1
361,6125,Undirected,725109,,1
361,5749,Undirected,725110,,1
361,6741,Undirected,725111,,1
361,4000,Undirected,725112,,1
361,4001,Undirected,725113,,1
361,2098,Undirected,725114,,1
361,5162,Undirected,725115,,1
361,6133,Undirected,725116,,1
361,2236,Undirected,725117,,1
361,2648,Undirected,725118,,1
361,5048,Undirected,725119,,1
361,6955,Undirected,725120,,1
361,6601,Undirected,725121,,1
361,6472,Undirected,725122,,1
361,2143,Undirected,725123,,1
361,5893,Undirected,725124,,1
361,4781,Undirected,725125,,1
361,2982,Undirected,725126,,1
361,3636,Undirected,725127,,1
361,1380,Undirected,725128,,1
361,5262,Undirected,725129,,1
361,6556,Undirected,725130,,1
362,5183,Undirected,725131,,1
362,3901,Undirected,725132,,1
362,6364,Undirected,725133,,1
362,6272,Undirected,725134,,1
362,2074,Undirected,725135,,1
362,1362,Undirected,725136,,1
362,4766,Undirected,725137,,1
362,5540,Undirected,725138,,1
362,5881,Undirected,725139,,1
362,3258,Undirected,725140,,1
362,3371,Undirected,725141,,1
362,4635,Undirected,725142,,1
362,1048,Undirected,725143,,1
362,1235,Undirected,725144,,1
362,6038,Undirected,725145,,1
362,4445,Undirected,725146,,1
362,5469,Undirected,725147,,1
362,2232,Undirected,725148,,1
362,1839,Undirected,725149,,1
362,5698,Undirected,725150,,1
362,5811,Undirected,725151,,1
362,5297,Undirected,725152,,1
362,4083,Undirected,725153,,1
362,3095,Undirected,725154,,1
362,379,Undirected,725155,,1
362,1748,Undirected,725156,,1
362,834,Undirected,725157,,1
362,2538,Undirected,725158,,1
362,2472,Undirected,725159,,1
362,6381,Undirected,725160,,1
362,2005,Undirected,725161,,1
362,6018,Undirected,725162,,1
362,6320,Undirected,725163,,1
362,3740,Undirected,725164,,1
362,6549,Undirected,725165,,1
362,1527,Undirected,725166,,1
362,1664,Undirected,725167,,1
362,2856,Undirected,725168,,1
362,3294,Undirected,725169,,1
362,3588,Undirected,725170,,1
362,5673,Undirected,725171,,1
362,1041,Undirected,725172,,1
362,6872,Undirected,725173,,1
362,3065,Undirected,725174,,1
362,6823,Undirected,725175,,1
362,3066,Undirected,725176,,1
362,592,Undirected,725177,,1
362,4596,Undirected,725178,,1
362,4899,Undirected,725179,,1
362,3670,Undirected,725180,,1
362,6620,Undirected,725181,,1
362,1353,Undirected,725182,,1
362,4072,Undirected,725183,,1
362,6894,Undirected,725184,,1
362,6171,Undirected,725185,,1
362,1511,Undirected,725186,,1
362,5520,Undirected,725187,,1
362,4178,Undirected,725188,,1
362,5746,Undirected,725189,,1
362,6930,Undirected,725190,,1
